iclaim_id	date_seconds
20160901_Trump_immigration_Phoenix_0063	1472677200.0
20180731_Trump_Tampa_0261	1532984400.0
20160529_Sanders_MeetThePress_0185	1464469200.0
20151110_GOP_milwuakee_0389	1447106400.0
20160622_Trump_NY_Soho_0022	1466542800.0
20180628_Trump_NorthDakota_0295	1530133200.0
20170919_Trump_UNGA_0149	1505768400.0
20170120_Trump_inauguration_0041	1484863200.0
20161019_3pres_0048	1476824400.0
20190912_democratic_debate_0941	1568235600.0
20160622_Trump_NY_Soho_0157	1466542800.0
20160926_1pres_1222	1474837200.0
20180731_Trump_Tampa_0377	1532984400.0
20160926_1pres_0440	1474837200.0
20170111_Trump_press_conference_0270	1484085600.0
20160112_Obama_state_of_the_union_0073	1452549600.0
20170111_Trump_press_conference_0278	1484085600.0
20151028_GOP_boulder_1032	1445983200.0
20181102_Trump_Huntington_0157	1541109600.0
20160424_meet_the_press_0384	1461445200.0
20160115_GOP_charlston_0139	1452808800.0
20170228_Trump_Congress_joint_session_0320	1488232800.0
20161019_3pres_0490	1476824400.0
20151028_GOP_boulder_0949	1445983200.0
20170111_Trump_press_conference_0498	1484085600.0
20160213_GOP_greenville_1528	1455314400.0
20160622_Trump_NY_Soho_0062	1466542800.0
20161019_3pres_0190	1476824400.0
20190304_Trump_CPAC_1797	1551650400.0
20161019_3pres_1036	1476824400.0
20160926_1pres_1148	1474837200.0
20160907_NBC_commander_in_chief_forum_0221	1473195600.0
20160926_1pres_0203	1474837200.0
20161005_vice_pres_0737	1475614800.0
20160415_NY_democratic_debate_0557	1460667600.0
20161005_vice_pres_0305	1475614800.0
20161019_3pres_0201	1476824400.0
20170216_Trump_press_conference_0448	1487196000.0
20161019_3pres_0273	1476824400.0
20170315_Trump_Nashville_0177	1489528800.0
20181015_60_min_0001	1539550800.0
20161019_3pres_0815	1476824400.0
20151028_GOP_boulder_0916	1445983200.0
20170323_Trump_Times_Interview_0018	1490220000.0
20161010_2pres_0035	1476046800.0
20170822_Trump_phoenix_0259	1503349200.0
20180504_Trumo_NRA_0134	1525381200.0
20180712_Trump_NATO_0009	1531342800.0
20170224_Tump_CPAC_0337	1487887200.0
20161019_3pres_0657	1476824400.0
20170228_Trump_Congress_joint_session_0351	1488232800.0
20160907_NBC_commander_in_chief_forum_0611	1473195600.0
20160926_1pres_1225	1474837200.0
20151013_democrats_las_vegas_1228	1444683600.0
20160115_GOP_charlston_0195	1452808800.0
20181015_60_min_0373	1539550800.0
20161005_vice_pres_1163	1475614800.0
20160112_Obama_state_of_the_union_0013	1452549600.0
20161010_2pres_0501	1476046800.0
20180426_Trump_Fox_Friends_0545	1524690000.0
20170224_Tump_CPAC_0422	1487887200.0
20190731_democratic_debate_Detroit_2_0586	1564520400.0
20160225_GOP_texas_1172	1456351200.0
20160901_Trump_immigration_Phoenix_0052	1472677200.0
20150805_GOP_cleveland_0767	1438722000.0
20160901_Trump_immigration_Phoenix_0082	1472677200.0
20180821_Trump_Charleston_0570	1534798800.0
20180712_Trump_NATO_0521	1531342800.0
20160115_GOP_charlston_1591	1452808800.0
20160926_1pres_0064	1474837200.0
20160404_Hillary_meet_the_press_0174	1459717200.0
20161010_2pres_0675	1476046800.0
20151013_democrats_las_vegas_0097	1444683600.0
20160529_Sanders_MeetThePress_0182	1464469200.0
20160211_democrats_milwuakee_0332	1455141600.0
20160225_GOP_texas_1173	1456351200.0
20170207_Sanders_Cruz_healthcare_debate_0936	1486418400.0
20170228_Trump_Congress_joint_session_0202	1488232800.0
20161005_vice_pres_0075	1475614800.0
20180712_Trump_NATO_0008	1531342800.0
20170713_Trump_Roberston_interiew_0244	1499893200.0
20161010_2pres_0981	1476046800.0
20161019_3pres_0667	1476824400.0
20170120_Trump_inauguration_0039	1484863200.0
20161005_vice_pres_0326	1475614800.0
20151013_democrats_las_vegas_1227	1444683600.0
20170126_Trump_ABC_0107	1485381600.0
20151110_GOP_milwuakee_0313	1447106400.0
20180628_Trump_NorthDakota_0568	1530133200.0
20160721_Trump_draft_RNC_0021	1469048400.0
20170126_Trump_ABC_0680	1485381600.0
20170207_Sanders_Cruz_healthcare_debate_0032	1486418400.0
20160331_Cruz_Miluakee_0173	1459371600.0
20160311_GOP_miami_0844	1457647200.0
20161019_3pres_0659	1476824400.0
20161019_3pres_0363	1476824400.0
20161010_2pres_0838	1476046800.0
20160415_NY_democratic_debate_0541	1460667600.0
20151013_democrats_las_vegas_0182	1444683600.0
20161019_3pres_0688	1476824400.0
20161010_2pres_0839	1476046800.0
20170207_Sanders_Cruz_healthcare_debate_0521	1486418400.0
20161005_vice_pres_1134	1475614800.0
20160907_NBC_commander_in_chief_forum_0378	1473195600.0
20160901_Trump_immigration_Phoenix_0124	1472677200.0
20160225_GOP_texas_0962	1456351200.0
20161019_3pres_0200	1476824400.0
20161005_vice_pres_0215	1475614800.0
20190730_democratic_debate_Detroit_1_0137	1564434000.0
20121023_third_presidential_debate_0884	1350939600.0
20190304_Trump_CPAC_1412	1551650400.0
20151013_democrats_las_vegas_0098	1444683600.0
20160331_Cruz_Miluakee_0100	1459371600.0
20181112_trump_pelosi_0183	1541973600.0
20161010_2pres_0347	1476046800.0
20160117_democrats_charlston_0414	1452981600.0
20151028_GOP_boulder_0842	1445983200.0
20170323_Trump_Times_Interview_0077	1490220000.0
20170218_Trump_Florida_0161	1487368800.0
20161019_3pres_1037	1476824400.0
20180615_Trump_lawn_0164	1529010000.0
20180612_Trump_Singapore_0438	1528750800.0
20170228_Trump_Congress_joint_session_0322	1488232800.0
20180426_Trump_Fox_Friends_0315	1524690000.0
20170216_Trump_press_conference_0106	1487196000.0
20170205_Trump_Oreilly_0185	1486245600.0
20160213_GOP_greenville_0216	1455314400.0
20160721_Trump_draft_RNC_0234	1469048400.0
20160303_GOP_michigan_0237	1456956000.0
20160211_democrats_milwuakee_0052	1455141600.0
20190304_Trump_CPAC_0276	1551650400.0
20190730_democratic_debate_Detroit_1_0138	1564434000.0
20161010_2pres_0554	1476046800.0
20190912_democratic_debate_0584	1568235600.0
20161019_3pres_0256	1476824400.0
20190304_Trump_CPAC_1561	1551650400.0
20160721_Trump_draft_RNC_0028	1469048400.0
20170126_Trump_ABC_0319	1485381600.0
20161019_3pres_0820	1476824400.0
20160901_Trump_immigration_Phoenix_0135	1472677200.0
20160721_Trump_draft_RNC_0029	1469048400.0
20160117_democrats_charlston_0122	1452981600.0
20160907_NBC_commander_in_chief_forum_0240	1473195600.0
20121023_third_presidential_debate_0605	1350939600.0
20160213_GOP_greenville_0212	1455314400.0
20180821_Trump_Charleston_0666	1534798800.0
20170424_Trump_AP_interview_0070	1492981200.0
20161005_vice_pres_0192	1475614800.0
20180615_Trump_lawn_0220	1529010000.0
20161019_3pres_0942	1476824400.0
20170205_Trump_Oreilly_0038	1486245600.0
20161019_3pres_0078	1476824400.0
20151013_democrats_las_vegas_0962	1444683600.0
20180821_Trump_Charleston_0037	1534798800.0
20160907_NBC_commander_in_chief_forum_0241	1473195600.0
20170803_Trump_WV_0163	1501707600.0
20170224_Tump_CPAC_0224	1487887200.0
20151110_GOP_milwuakee_0568	1447106400.0
20161005_vice_pres_0153	1475614800.0
20161010_2pres_0437	1476046800.0
20161019_3pres_0918	1476824400.0
20161005_vice_pres_0234	1475614800.0
20151110_GOP_milwuakee_0566	1447106400.0
20161019_3pres_0029	1476824400.0
20160508_Trump_meet_the_press_0375	1462654800.0
20161019_3pres_0424	1476824400.0
20181015_60_min_0405	1539550800.0
20160926_1pres_0264	1474837200.0
20170205_Trump_Oreilly_0216	1486245600.0
20170713_Trump_Roberston_interiew_0314	1499893200.0
20190730_democratic_debate_Detroit_1_1542	1564434000.0
20161019_3pres_1039	1476824400.0
20170216_Trump_press_conference_0471	1487196000.0
20170822_Trump_phoenix_0424	1503349200.0
20121023_third_presidential_debate_0684	1350939600.0
20170120_Trump_inauguration_0061	1484863200.0
20161019_3pres_0793	1476824400.0
20160115_GOP_charlston_0740	1452808800.0
20160415_NY_democratic_debate_0434	1460667600.0
20180615_Trump_lawn_0219	1529010000.0
20160721_Trump_draft_RNC_0043	1469048400.0
20170228_Trump_Congress_joint_session_0213	1488232800.0
20180821_Trump_Charleston_0651	1534798800.0
20151110_GOP_milwuakee_0656	1447106400.0
20160404_Hillary_meet_the_press_0153	1459717200.0
20160926_1pres_0645	1474837200.0
20160622_Trump_NY_Soho_0113	1466542800.0
20160721_Trump_draft_RNC_0040	1469048400.0
20170323_Trump_Times_Interview_0185	1490220000.0
20161010_2pres_1081	1476046800.0
20180504_Trumo_NRA_0408	1525381200.0
20180426_Trump_Fox_Friends_0316	1524690000.0
20180731_Trump_Tampa_0257	1532984400.0
20121023_third_presidential_debate_0088	1350939600.0
20190304_Trump_CPAC_1180	1551650400.0
20160204_democrats_new_hampshire_1032	1454536800.0
20160926_1pres_0202	1474837200.0
20161019_3pres_0345	1476824400.0
20160417_meet_the_press_0059	1460840400.0
20170120_Trump_inauguration_0040	1484863200.0
20160622_Trump_NY_Soho_0074	1466542800.0
20160926_1pres_0165	1474837200.0
20170228_Trump_Congress_joint_session_0137	1488232800.0
20160907_NBC_commander_in_chief_forum_0545	1473195600.0
20161019_3pres_0655	1476824400.0
20161019_3pres_0189	1476824400.0
20190912_democratic_debate_0364	1568235600.0
20170315_Trump_Nashville_0090	1489528800.0
20161019_3pres_1329	1476824400.0
20161005_vice_pres_0050	1475614800.0
20180426_Trump_Fox_Friends_0038	1524690000.0
20151013_democrats_las_vegas_0146	1444683600.0
20161005_vice_pres_0640	1475614800.0
20160907_NBC_commander_in_chief_forum_0571	1473195600.0
20160926_1pres_0232	1474837200.0
20180426_Trump_Fox_Friends_0553	1524690000.0
20160721_Trump_draft_RNC_0022	1469048400.0
20161010_2pres_0439	1476046800.0
20161010_2pres_1168	1476046800.0
20161019_3pres_0366	1476824400.0
20190730_democratic_debate_Detroit_1_1540	1564434000.0
20160204_democrats_new_hampshire_0024	1454536800.0
20160721_Trump_draft_RNC_0206	1469048400.0
20180731_Trump_Tampa_0323	1532984400.0
20160211_democrats_milwuakee_0909	1455141600.0
20170111_Trump_press_conference_0266	1484085600.0
20161005_vice_pres_1039	1475614800.0
20161019_3pres_1038	1476824400.0
20181102_Trump_Huntington_0169	1541109600.0
20160721_Trump_draft_RNC_0207	1469048400.0
20160721_Trump_draft_RNC_0042	1469048400.0
20160508_Trump_meet_the_press_0366	1462654800.0
20160926_1pres_0424	1474837200.0
20170126_Trump_ABC_0110	1485381600.0
20170713_Trump_Roberston_interiew_0249	1499893200.0
20170216_Trump_press_conference_0722	1487196000.0
20160309_democrats_miami_0778	1457474400.0
20170323_Trump_Times_Interview_0023	1490220000.0
20160926_1pres_1214	1474837200.0
20161010_2pres_0858	1476046800.0
20181015_60_min_0300	1539550800.0
20170512_Trump_NBC_holt_interview_0184	1494536400.0
20170601_Trump_Paris_Climate_0059	1496264400.0
20170207_Sanders_Cruz_healthcare_debate_0314	1486418400.0
20170323_Trump_Times_Interview_0024	1490220000.0
20160115_GOP_charlston_0473	1452808800.0
20170724_Trump_Healthcare_0095	1500843600.0
20181015_60_min_0397	1539550800.0
20170216_Trump_press_conference_0543	1487196000.0
20160907_NBC_commander_in_chief_forum_0073	1473195600.0
20160508_Trump_meet_the_press_0395	1462654800.0
20160622_Trump_NY_Soho_0061	1466542800.0
20150805_GOP_cleveland_0595	1438722000.0
20190304_Trump_CPAC_1553	1551650400.0
20170120_Trump_inauguration_0027	1484863200.0
20160401_Trump_Milwaukee_0334	1459458000.0
20161005_vice_pres_0236	1475614800.0
20180504_Trumo_NRA_0345	1525381200.0
20160622_Trump_NY_Soho_0064	1466542800.0
20160529_Sanders_MeetThePress_0179	1464469200.0
20170424_Trump_AP_interview_0535	1492981200.0
20170404_Trump_CEO_TownHall_0105	1491253200.0
20170228_Trump_Congress_joint_session_0206	1488232800.0
20190304_Trump_CPAC_1522	1551650400.0
20170216_Trump_press_conference_0105	1487196000.0
20161005_vice_pres_0438	1475614800.0
20160303_GOP_michigan_0940	1456956000.0
20170404_Trump_CEO_TownHall_0293	1491253200.0
20161019_3pres_0699	1476824400.0
20151028_GOP_boulder_0744	1445983200.0
20170126_Trump_ABC_0180	1485381600.0
20160622_Trump_NY_Soho_0108	1466542800.0
20160907_NBC_commander_in_chief_forum_0358	1473195600.0
20160115_GOP_charlston_0192	1452808800.0
20160329_kasich_milwuakee_0029	1459198800.0
20181112_trump_pelosi_0292	1541973600.0
20161019_3pres_0687	1476824400.0
20160204_democrats_new_hampshire_1062	1454536800.0
20170822_Trump_phoenix_0017	1503349200.0
20170822_Trump_phoenix_0325	1503349200.0
20190912_democratic_debate_0739	1568235600.0
20160926_1pres_0098	1474837200.0
20170224_Tump_CPAC_0223	1487887200.0
20160926_1pres_0868	1474837200.0
20160309_democrats_miami_0241	1457474400.0
20160117_democrats_charlston_0994	1452981600.0
20160622_Trump_NY_Soho_0151	1466542800.0
20170216_Trump_press_conference_0178	1487196000.0
20170224_Tump_CPAC_0200	1487887200.0
20180731_Trump_Tampa_0373	1532984400.0
20170228_Trump_Congress_joint_session_0079	1488232800.0
20170323_Trump_Times_Interview_0075	1490220000.0
20180731_Trump_Tampa_0446	1532984400.0
20180525_Trump_Naval_0176	1527195600.0
20161010_2pres_0039	1476046800.0
20160309_democrats_miami_0110	1457474400.0
20161005_vice_pres_0179	1475614800.0
20161019_3pres_0030	1476824400.0
20160926_1pres_0629	1474837200.0
20160926_1pres_1215	1474837200.0
20170224_Tump_CPAC_0257	1487887200.0
20161019_3pres_0339	1476824400.0
20160721_Trump_draft_RNC_0230	1469048400.0
20160225_GOP_texas_0963	1456351200.0
20170919_Trump_UNGA_0150	1505768400.0
20170126_Trump_ABC_0121	1485381600.0
20151110_GOP_milwuakee_0275	1447106400.0
20160529_Sanders_MeetThePress_0181	1464469200.0
20160622_Trump_NY_Soho_0141	1466542800.0
20160721_Trump_draft_RNC_0047	1469048400.0
20160117_democrats_charlston_0129	1452981600.0
20160309_democrats_miami_0939	1457474400.0
20160508_Trump_meet_the_press_0394	1462654800.0
20180615_Trump_lawn_0221	1529010000.0
20161010_2pres_0534	1476046800.0
20181102_Trump_Huntington_0156	1541109600.0
20160204_democrats_new_hampshire_0623	1454536800.0
20161019_3pres_0485	1476824400.0
20160721_Trump_draft_RNC_0148	1469048400.0
20170228_Trump_Congress_joint_session_0187	1488232800.0
20181112_trump_pelosi_0358	1541973600.0
20170323_Trump_Times_Interview_0149	1490220000.0
20170207_Sanders_Cruz_healthcare_debate_0624	1486418400.0
20160115_GOP_charlston_0196	1452808800.0
20161010_2pres_0607	1476046800.0
20160622_Trump_NY_Soho_0065	1466542800.0
20161005_vice_pres_0497	1475614800.0
20161005_vice_pres_0184	1475614800.0
20160211_democrats_milwuakee_0097	1455141600.0
20190619_Trump_Campain_Florida_0361	1560891600.0
20180612_Trump_Singapore_0436	1528750800.0
20170228_Trump_Congress_joint_session_0349	1488232800.0
20151110_GOP_milwuakee_0567	1447106400.0
